Candidate_ID,Name,Age,Gender,City,Degree,Experience_Years,Skills,Projects_Count,Certifications,Resume_Summary,Target_Designation
C04679,Candidate_4679,23,Female,Kochi,MCA,6,"Kubernetes, Python, CI/CD, Terraform, Ansible, Docker, Networking, Azure, Linux, Jenkins, GCP, AWS",6,TensorFlow,Cloud Engineer with 6 years of experience.,Backend Developer
C00630,Candidate_630,25,Female,Delhi,BCA,4,"React, Git, TypeScript, REST, HTML, JavaScript, Next.js, Vite, Tailwind, Bootstrap, Redux, CSS",10,TensorFlow,Front End Developer with 4 years of experience.,Front End Developer
C00715,Candidate_715,25,Female,Pune,M.Tech,8,"React, Git, Vite, Next.js, REST, CSS, Tailwind, JavaScript, Bootstrap, TypeScript, HTML",5,Meta,Front End Developer with 8 years of experience.,Front End Developer
C10296,Candidate_10296,27,Male,Bengaluru,B.Sc,2,"Social Media, Copywriting, Meta Ads, SEM, SEO, Content Marketing, Google Ads, Email Marketing, WordPress, Analytics, UI",6,Meta,Digital Marketing with 2 years of experience.,Digital Marketing
C02720,Candidate_2720,36,Female,Bengaluru,B.Tech,8,"Seaborn, Tableau, Matplotlib, SQL, Python, Statistics, NumPy, DAX, Power BI, Pandas",8,TensorFlow,Data Analyst with 8 years of experience.,Data Analyst
C08036,Candidate_8036,35,Male,Delhi,MCA,15,"Figma, Illustrator, Typography, Adobe XD, After Effects, UX, Photoshop, SEO, Copywriting",3,Meta,Designer with 15 years of experience.,Designer
C01531,Candidate_1531,27,Male,Pune,B.Tech,1,"Git, FastAPI, Python, REST, PostgreSQL, Linux, MySQL, JWT, Django, Flask",4,Azure AZ-900,Backend Developer with 1 years of experience.,Backend Developer
C02113,Candidate_2113,22,Male,Pune,B.Tech,1,"REST, Git, Linux, FastAPI, Flask, PostgreSQL, Docker, Django, MySQL, JavaScript",8,Azure AZ-900,Backend Developer with 1 years of experience.,Backend Developer
C06548,Candidate_6548,26,Female,Mumbai,B.Tech,3,"NLP, CV, MLflow, SQL, TensorFlow, PyTorch, NumPy, Scikit-learn, Python, Pandas, Git, Docker",7,Power BI,ML Engineer with 3 years of experience.,ML Engineer
C00861,Candidate_861,22,Female,Kochi,B.Tech,7,"Bootstrap, React, TypeScript, HTML, REST, Redux, Git, Tailwind, Next.js, Photoshop",5,Oracle Java,Front End Developer with 7 years of experience.,Front End Developer
C06747,Candidate_6747,35,Male,Hyderabad,BCA,15,"Onboarding, Recruitment, Leadership, ATS, Excel, Conflict Resolution, Employee Relations, Compliance, Payroll, Training, Communication, HRMS",6,TensorFlow,HR Manager with 15 years of experience.,HR Manager
C01909,Candidate_1909,24,Male,Mumbai,MCA,3,"MongoDB, PostgreSQL, Flask, Linux, REST, MySQL, Python, FastAPI, Django, JWT, Git",5,Oracle Java,Backend Developer with 3 years of experience.,Backend Developer
C05132,Candidate_5132,24,Female,Pune,MCA,13,"Jenkins, CI/CD, Networking, Python, Docker, Terraform, Azure, Kubernetes, GCP",10,Power BI,Cloud Engineer with 13 years of experience.,Cloud Engineer
C08347,Candidate_8347,33,Male,Hyderabad,B.Sc,7,"Wireframing, After Effects, Color Theory, Adobe XD, Illustrator, Canva, UI, Figma, Prototyping",3,AWS CCP,Designer with 7 years of experience.,Designer
C02296,Candidate_2296,39,Male,Delhi,B.Tech,3,"MongoDB, MySQL, PostgreSQL, Linux, Python, JWT, FastAPI, Django, Flask, REST, Docker",8,Meta,Backend Developer with 3 years of experience.,Backend Developer
C05201,Candidate_5201,33,Female,Bengaluru,M.Tech,10,"AWS, Python, Docker, Linux, Azure, Terraform, Jenkins, Ansible, GCP, Networking, PyTorch",2,AWS CCP,Cloud Engineer with 10 years of experience.,Cloud Engineer
C00613,Candidate_613,28,Female,Delhi,MCA,0,"CSS, HTML, Git, React, Vite, Tailwind, Next.js, Bootstrap, JavaScript, TypeScript, Prototyping, Typography",6,TensorFlow,Front End Developer with 0 years of experience.,Front End Developer
C02397,Candidate_2397,36,Male,Delhi,MCA,7,"MySQL, Git, JWT, Docker, FastAPI, MongoDB, Django, PostgreSQL, Flask, Linux, REST, Next.js",8,TensorFlow,Backend Developer with 7 years of experience.,Backend Developer
C00549,Candidate_549,29,Female,Kochi,B.Sc,12,"CSS, Next.js, React, Bootstrap, Redux, Git, Vite, TypeScript, REST",5,Azure AZ-900,Front End Developer with 12 years of experience.,Front End Developer
C06100,Candidate_6100,25,Male,Kochi,MCA,9,"Pandas, TensorFlow, NumPy, Docker, SQL, MLflow, NLP, Git, Python, PyTorch",8,Power BI,ML Engineer with 9 years of experience.,ML Engineer
C05851,Candidate_5851,38,Female,Delhi,B.Tech,5,"TensorFlow, Python, PyTorch, CV, Docker, NumPy, Git, Jenkins, Networking",6,Oracle Java,ML Engineer with 5 years of experience.,ML Engineer
C05110,Candidate_5110,39,Male,Bengaluru,B.Tech,6,"Linux, Ansible, Jenkins, Python, Docker, AWS, Networking, CI/CD, GCP, Kubernetes, Azure, Terraform",7,Power BI,Cloud Engineer with 6 years of experience.,Cloud Engineer
C09034,Candidate_9034,23,Male,Delhi,MCA,15,"Prototyping, UI, Typography, Illustrator, After Effects, Adobe XD, Figma, Photoshop",1,Meta,Designer with 15 years of experience.,Designer
C09833,Candidate_9833,29,Female,Delhi,B.Sc,14,"Google Ads, Meta Ads, Keyword Research, Content Marketing, Analytics, SEO, Copywriting, WordPress, Canva, SEM, Social Media, Email Marketing",7,Google DA,Digital Marketing with 14 years of experience.,Digital Marketing
C05192,Candidate_5192,33,Female,Pune,B.Tech,1,"Ansible, Terraform, CI/CD, Docker, Networking, Azure, Linux, Jenkins, AWS, GCP",7,Google DA,Cloud Engineer with 1 years of experience.,Cloud Engineer
C06305,Candidate_6305,28,Male,Pune,B.Sc,8,"NLP, CV, Git, TensorFlow, NumPy, Scikit-learn, Python, SQL, Pandas, Docker",2,Oracle Java,ML Engineer with 8 years of experience.,ML Engineer
C04534,Candidate_4534,40,Female,Kochi,BCA,2,"Python, GCP, AWS, Jenkins, Linux, Azure, Networking, Terraform, Git",6,Meta,Cloud Engineer with 2 years of experience.,Cloud Engineer
C10157,Candidate_10157,28,Male,Hyderabad,MCA,9,"Analytics, Keyword Research, Meta Ads, SEM, WordPress, Content Marketing, Copywriting, Canva, Email Marketing, SEO, Social Media",8,Google DA,Digital Marketing with 9 years of experience.,Digital Marketing
C02581,Candidate_2581,30,Female,Hyderabad,MCA,5,"JWT, Flask, MySQL, PostgreSQL, Docker, Linux, Git, MongoDB, Django, FastAPI, Python, REST",6,Oracle Java,Backend Developer with 5 years of experience.,Backend Developer
C08480,Candidate_8480,31,Female,Bengaluru,BCA,6,"Photoshop, Wireframing, Prototyping, UI, UX, After Effects, Adobe XD, Canva, Color Theory, Typography, Illustrator",9,Google DA,Designer with 6 years of experience.,Designer
C05716,Candidate_5716,38,Male,Hyderabad,B.Sc,2,"Python, Scikit-learn, TensorFlow, Git, Pandas, PyTorch, CV, NumPy",3,Oracle Java,ML Engineer with 2 years of experience.,ML Engineer
C10000,Candidate_10000,37,Female,Kochi,MCA,12,"Social Media, WordPress, Canva, SEM, Copywriting, Analytics, Keyword Research, Email Marketing, Meta Ads, Content Marketing",5,TensorFlow,Digital Marketing with 12 years of experience.,Digital Marketing
C07485,Candidate_7485,33,Female,Kochi,BCA,3,"Employee Relations, Compliance, Excel, ATS, Communication, Leadership, Conflict Resolution, Payroll, Training",7,Azure AZ-900,HR Manager with 3 years of experience.,HR Manager
C06755,Candidate_6755,28,Female,Bengaluru,BCA,1,"Excel, HRMS, Onboarding, Leadership, Conflict Resolution, Recruitment, ATS, Payroll",5,Azure AZ-900,HR Manager with 1 years of experience.,HR Manager
C08645,Candidate_8645,38,Male,Hyderabad,MCA,1,"Photoshop, Figma, Canva, UI, Illustrator, After Effects, Color Theory, Google Ads, Meta Ads",10,AWS CCP,Designer with 1 years of experience.,Designer
C07068,Candidate_7068,23,Female,Hyderabad,B.Tech,3,"Leadership, Training, Payroll, Onboarding, ATS, Recruitment, Excel, Compliance",5,Azure AZ-900,HR Manager with 3 years of experience.,HR Manager
C05920,Candidate_5920,22,Male,Kochi,MCA,8,"NumPy, MLflow, PyTorch, Python, Pandas, SQL, Docker, Git, TensorFlow, Scikit-learn, NLP",3,Oracle Java,ML Engineer with 8 years of experience.,ML Engineer
C00225,Candidate_225,37,Male,Mumbai,B.Tech,15,"Next.js, Redux, Git, REST, HTML, Bootstrap, Tailwind, React, JavaScript, Vite, CSS, TypeScript",4,AWS CCP,Front End Developer with 15 years of experience.,Front End Developer
C04904,Candidate_4904,24,Female,Mumbai,M.Tech,1,"CI/CD, Docker, Jenkins, Kubernetes, Python, Ansible, Terraform, GCP, Pandas",8,Oracle Java,Cloud Engineer with 1 years of experience.,Cloud Engineer
C06078,Candidate_6078,25,Female,Kochi,MCA,9,"Scikit-learn, NumPy, Pandas, MLflow, Python, Docker, TensorFlow, Git",1,Power BI,ML Engineer with 9 years of experience.,ML Engineer
C07711,Candidate_7711,32,Female,Kochi,BCA,7,"Communication, Training, Onboarding, Payroll, HRMS, Compliance, ATS, Recruitment, Employee Relations, Leadership, Conflict Resolution, Excel",9,Meta,HR Manager with 7 years of experience.,HR Manager
C03087,Candidate_3087,23,Male,Delhi,MCA,0,"Excel, Python, Seaborn, SQL, Statistics, Tableau, NumPy, Power BI, ETL",7,Meta,Data Analyst with 0 years of experience.,Data Analyst
C00796,Candidate_796,22,Male,Chennai,MCA,12,"CSS, TypeScript, HTML, Redux, JavaScript, React, REST, Tailwind, Typography",1,Azure AZ-900,Front End Developer with 12 years of experience.,Front End Developer
C10352,Candidate_10352,39,Male,Bengaluru,M.Tech,3,"Keyword Research, Analytics, Content Marketing, WordPress, Copywriting, Canva, SEO, Google Ads, Seaborn, Tableau",4,Oracle Java,Digital Marketing with 3 years of experience.,Digital Marketing
C00688,Candidate_688,23,Female,Mumbai,MCA,6,"TypeScript, JavaScript, Git, Next.js, Redux, REST, React, Vite",5,Power BI,Front End Developer with 6 years of experience.,Front End Developer
C02654,Candidate_2654,31,Female,Mumbai,MCA,10,"Tableau, DAX, Pandas, NumPy, ETL, Excel, Seaborn, SQL, Power BI, Python, Statistics",7,Oracle Java,Data Analyst with 10 years of experience.,Data Analyst
C05527,Candidate_5527,36,Male,Kochi,M.Tech,9,"Pandas, MLflow, NumPy, Git, NLP, Python, TensorFlow, Scikit-learn",1,AWS CCP,ML Engineer with 9 years of experience.,Data Analyst
C05726,Candidate_5726,25,Male,Bengaluru,MCA,15,"MLflow, NumPy, CV, Scikit-learn, Git, Python, PyTorch, SQL, Docker, Excel",8,Google DA,ML Engineer with 15 years of experience.,ML Engineer
C04143,Candidate_4143,33,Male,Kochi,MCA,2,"Kubernetes, Ansible, GCP, Azure, Linux, CI/CD, Networking, Terraform, AWS, Jenkins",10,Oracle Java,Cloud Engineer with 2 years of experience.,Cloud Engineer
C03469,Candidate_3469,33,Male,Bengaluru,BCA,7,"Seaborn, SQL, Statistics, Python, DAX, Tableau, Power BI, NumPy, Pandas, Excel",9,TensorFlow,Data Analyst with 7 years of experience.,Data Analyst
C07633,Candidate_7633,32,Male,Pune,B.Tech,7,"Payroll, HRMS, Leadership, Recruitment, Communication, ATS, Training, Compliance, Excel",3,Google DA,HR Manager with 7 years of experience.,HR Manager
C03444,Candidate_3444,27,Male,Pune,M.Tech,3,"ETL, Tableau, Python, Matplotlib, Seaborn, DAX, WordPress, Analytics",8,Oracle Java,Data Analyst with 3 years of experience.,Data Analyst
C04778,Candidate_4778,27,Male,Delhi,B.Tech,13,"CI/CD, Python, Kubernetes, GCP, Networking, Azure, Linux, Ansible, AWS, Jenkins, Docker, Terraform",5,Google DA,Cloud Engineer with 13 years of experience.,Backend Developer
C00383,Candidate_383,28,Female,Chennai,M.Tech,8,"TypeScript, Bootstrap, JavaScript, Redux, React, Git, CSS, REST",10,Google DA,Front End Developer with 8 years of experience.,Front End Developer
C02809,Candidate_2809,38,Male,Kochi,MCA,9,"Pandas, Power BI, Seaborn, Statistics, Matplotlib, ETL, Excel, SQL, Python, DAX",3,AWS CCP,Data Analyst with 9 years of experience.,Data Analyst
C06035,Candidate_6035,37,Female,Kochi,M.Tech,14,"NLP, PyTorch, Docker, Scikit-learn, Python, TensorFlow, Git, Pandas, MLflow, SQL",10,Google DA,ML Engineer with 14 years of experience.,ML Engineer
C02297,Candidate_2297,26,Male,Mumbai,M.Tech,6,"FastAPI, Python, MongoDB, Flask, Django, REST, JWT, Docker, PostgreSQL, Git, Linux, MySQL",2,TensorFlow,Backend Developer with 6 years of experience.,Backend Developer
C03432,Candidate_3432,28,Male,Kochi,M.Tech,10,"Matplotlib, Pandas, NumPy, SQL, Python, DAX, Excel, Seaborn, Statistics, Power BI, Tableau",6,Oracle Java,Data Analyst with 10 years of experience.,Data Analyst
C07130,Candidate_7130,22,Male,Pune,MCA,8,"HRMS, Training, Payroll, Employee Relations, Compliance, Onboarding, ATS, Recruitment",6,Oracle Java,HR Manager with 8 years of experience.,HR Manager
C07775,Candidate_7775,26,Male,Kochi,M.Tech,7,"HRMS, Conflict Resolution, Onboarding, Training, ATS, Payroll, Excel, Compliance, Employee Relations, Communication, Leadership",1,Meta,HR Manager with 7 years of experience.,HR Manager
C02659,Candidate_2659,22,Male,Mumbai,MCA,9,"Python, Power BI, Pandas, ETL, NumPy, Seaborn, DAX, Content Marketing, Email Marketing",8,AWS CCP,Data Analyst with 9 years of experience.,Data Analyst
C04551,Candidate_4551,23,Female,Mumbai,BCA,7,"Azure, Ansible, AWS, Networking, Terraform, Python, Docker, Linux, Jenkins, Kubernetes, CI/CD, GCP",8,Google DA,Cloud Engineer with 7 years of experience.,Cloud Engineer
C01491,Candidate_1491,27,Female,Kochi,MCA,13,"Python, PostgreSQL, Linux, MySQL, Django, MongoDB, Git, FastAPI, REST, Flask",10,Google DA,Backend Developer with 13 years of experience.,Backend Developer
C05598,Candidate_5598,28,Female,Kochi,B.Tech,6,"Python, TensorFlow, MLflow, SQL, NumPy, Scikit-learn, PyTorch, Pandas, CV, Docker, NLP, Git",3,Oracle Java,ML Engineer with 6 years of experience.,ML Engineer
C00120,Candidate_120,26,Female,Hyderabad,M.Tech,13,"Vite, HTML, React, Next.js, TypeScript, JavaScript, Redux, CSS, Bootstrap, Tailwind",6,Azure AZ-900,Front End Developer with 13 years of experience.,Front End Developer
C00336,Candidate_336,31,Male,Chennai,M.Tech,5,"Bootstrap, REST, Tailwind, TypeScript, Next.js, React, HTML, Redux, JavaScript",10,Oracle Java,Front End Developer with 5 years of experience.,Front End Developer
C06881,Candidate_6881,36,Male,Chennai,B.Tech,12,"Excel, Communication, Employee Relations, Recruitment, Onboarding, ATS, HRMS, Payroll, Conflict Resolution, Leadership",8,TensorFlow,HR Manager with 12 years of experience.,HR Manager
C02262,Candidate_2262,34,Female,Delhi,MCA,9,"MySQL, Docker, PostgreSQL, JWT, Linux, MongoDB, Django, Git, REST",8,Oracle Java,Backend Developer with 9 years of experience.,Backend Developer
C03286,Candidate_3286,32,Male,Hyderabad,M.Tech,1,"Seaborn, Excel, Python, Tableau, Power BI, ETL, Statistics, Pandas",7,Oracle Java,Data Analyst with 1 years of experience.,Data Analyst
C02560,Candidate_2560,31,Male,Pune,B.Sc,10,"Python, Linux, Git, FastAPI, PostgreSQL, JWT, Flask, REST",8,Google DA,Backend Developer with 10 years of experience.,Backend Developer
C08367,Candidate_8367,40,Female,Bengaluru,B.Sc,6,"Illustrator, Typography, After Effects, UX, Photoshop, UI, Figma, Canva, Adobe XD, Color Theory, Wireframing, Prototyping",8,Oracle Java,Designer with 6 years of experience.,Designer
C02578,Candidate_2578,32,Female,Kochi,M.Tech,6,"JWT, REST, Django, FastAPI, Flask, Linux, MySQL, Python, Git, PostgreSQL, Docker",4,Meta,Backend Developer with 6 years of experience.,Backend Developer
C06918,Candidate_6918,35,Female,Chennai,BCA,8,"HRMS, Payroll, Compliance, Training, ATS, Excel, Conflict Resolution, Onboarding, Employee Relations, Recruitment, Leadership, Communication",3,Google DA,HR Manager with 8 years of experience.,HR Manager
C01886,Candidate_1886,21,Female,Kochi,B.Sc,12,"MongoDB, REST, PostgreSQL, Docker, Python, Git, Flask, Django, MySQL, JWT, FastAPI",8,TensorFlow,Backend Developer with 12 years of experience.,Backend Developer
C06366,Candidate_6366,30,Male,Bengaluru,BCA,15,"Pandas, PyTorch, CV, NLP, Python, Scikit-learn, Docker, SQL, Git",4,AWS CCP,ML Engineer with 15 years of experience.,ML Engineer
C02697,Candidate_2697,35,Female,Bengaluru,M.Tech,6,"DAX, ETL, SQL, Tableau, Power BI, Python, Excel, Canva, Google Ads",5,Oracle Java,Data Analyst with 6 years of experience.,Data Analyst
C01314,Candidate_1314,30,Female,Pune,M.Tech,11,"FastAPI, MySQL, MongoDB, Django, PostgreSQL, Flask, Docker, JWT",6,AWS CCP,Backend Developer with 11 years of experience.,Backend Developer
C01414,Candidate_1414,32,Male,Bengaluru,MCA,15,"FastAPI, MongoDB, Flask, REST, Linux, JWT, Docker, Django, PostgreSQL, Python, Git, MySQL",3,AWS CCP,Backend Developer with 15 years of experience.,Backend Developer
C09829,Candidate_9829,39,Male,Chennai,M.Tech,13,"Email Marketing, WordPress, Social Media, Canva, Google Ads, Content Marketing, SEM, SQL",3,Google DA,Digital Marketing with 13 years of experience.,Digital Marketing
C02308,Candidate_2308,32,Female,Pune,B.Tech,4,"MySQL, JWT, Linux, Flask, Python, FastAPI, PostgreSQL, Git, MongoDB, REST, Docker, Django",7,Google DA,Backend Developer with 4 years of experience.,Cloud Engineer
C10498,Candidate_10498,27,Female,Hyderabad,M.Tech,6,"WordPress, SEO, Copywriting, SEM, Canva, Google Ads, Content Marketing, Email Marketing, Keyword Research, Social Media",5,Google DA,Digital Marketing with 6 years of experience.,Digital Marketing
C08912,Candidate_8912,26,Male,Pune,B.Tech,10,"Illustrator, Prototyping, Wireframing, Typography, UX, UI, Figma, Adobe XD, Color Theory, Photoshop, Canva",6,Oracle Java,Designer with 10 years of experience.,Designer
C02423,Candidate_2423,23,Male,Bengaluru,B.Tech,13,"Docker, Python, Linux, JWT, PostgreSQL, MongoDB, Git, MySQL",10,Google DA,Backend Developer with 13 years of experience.,Backend Developer
C05913,Candidate_5913,29,Male,Bengaluru,B.Tech,5,"Docker, MLflow, CV, PyTorch, TensorFlow, Python, SQL, NumPy, Statistics, Tableau",2,AWS CCP,ML Engineer with 5 years of experience.,ML Engineer
C00853,Candidate_853,26,Male,Bengaluru,BCA,5,"Next.js, REST, JavaScript, CSS, Redux, Tailwind, Git, Bootstrap, React, HTML, Vite",7,Oracle Java,Front End Developer with 5 years of experience.,Front End Developer
C04214,Candidate_4214,36,Female,Kochi,B.Tech,12,"Jenkins, Terraform, Python, Azure, Ansible, CI/CD, Networking, AWS",10,Power BI,Cloud Engineer with 12 years of experience.,Cloud Engineer
C03818,Candidate_3818,28,Female,Mumbai,MCA,3,"Excel, DAX, Tableau, Power BI, Seaborn, Pandas, Statistics, Matplotlib, Python, ETL, SQL, NumPy",7,Meta,Data Analyst with 3 years of experience.,Data Analyst
C08389,Candidate_8389,22,Male,Chennai,M.Tech,15,"UX, Figma, Canva, Typography, After Effects, Photoshop, Wireframing, Adobe XD, Color Theory, Prototyping, Illustrator, Content Marketing",10,AWS CCP,Designer with 15 years of experience.,Designer
C08273,Candidate_8273,32,Male,Kochi,BCA,0,"Adobe XD, UI, Illustrator, After Effects, UX, Canva, Wireframing, Prototyping, Color Theory, Photoshop, Figma, Typography",1,Google DA,Designer with 0 years of experience.,Designer
C01140,Candidate_1140,33,Female,Hyderabad,BCA,12,"Tailwind, Bootstrap, TypeScript, Next.js, React, CSS, Git, Vite, HTML, JavaScript, REST",10,Azure AZ-900,Front End Developer with 12 years of experience.,Front End Developer
C00585,Candidate_585,38,Male,Hyderabad,M.Tech,1,"Bootstrap, REST, Tailwind, JavaScript, Next.js, Vite, Redux, CSS, HTML, Git, TypeScript, MongoDB",7,TensorFlow,Front End Developer with 1 years of experience.,Front End Developer
C01552,Candidate_1552,23,Male,Mumbai,BCA,0,"Docker, Linux, MySQL, Django, Python, MongoDB, JWT, PostgreSQL, REST, FastAPI",6,Meta,Backend Developer with 0 years of experience.,Backend Developer
C03662,Candidate_3662,38,Male,Chennai,MCA,8,"Power BI, Seaborn, DAX, Python, Pandas, Excel, Statistics, PyTorch, Docker",2,Azure AZ-900,Data Analyst with 8 years of experience.,Data Analyst
C07435,Candidate_7435,36,Male,Kochi,MCA,13,"Payroll, ATS, Leadership, Communication, HRMS, Employee Relations, Compliance, Conflict Resolution, Onboarding, Training, Excel",9,Oracle Java,HR Manager with 13 years of experience.,HR Manager
C04370,Candidate_4370,40,Male,Mumbai,M.Tech,5,"AWS, Python, Docker, Ansible, Linux, CI/CD, Azure, Terraform, Networking, Kubernetes, PostgreSQL",2,Google DA,Cloud Engineer with 5 years of experience.,Cloud Engineer
C02497,Candidate_2497,31,Female,Mumbai,MCA,10,"Flask, Docker, Python, Django, Linux, JWT, FastAPI, MySQL",5,Power BI,Backend Developer with 10 years of experience.,Front End Developer
C05742,Candidate_5742,40,Female,Pune,B.Sc,6,"TensorFlow, Scikit-learn, NLP, Git, MLflow, NumPy, Pandas, Docker",4,TensorFlow,ML Engineer with 6 years of experience.,ML Engineer
C06996,Candidate_6996,25,Female,Chennai,M.Tech,8,"Leadership, Employee Relations, Training, Onboarding, Excel, Conflict Resolution, HRMS, ATS, Compliance, Recruitment, Communication, DAX",6,Google DA,HR Manager with 8 years of experience.,HR Manager
C04693,Candidate_4693,40,Female,Mumbai,M.Tech,11,"Linux, Kubernetes, GCP, Jenkins, CI/CD, Ansible, Python, Azure, AWS, Docker, Terraform, Networking",9,Google DA,Cloud Engineer with 11 years of experience.,ML Engineer
C01294,Candidate_1294,21,Male,Delhi,BCA,1,"HTML, React, Redux, Vite, JavaScript, Tailwind, REST, TypeScript, Next.js, Bootstrap, Prototyping",8,Google DA,Front End Developer with 1 years of experience.,Front End Developer
C01263,Candidate_1263,21,Female,Pune,BCA,1,"Bootstrap, REST, HTML, Tailwind, TypeScript, Redux, CSS, Next.js, Git, React, JavaScript",9,Google DA,Front End Developer with 1 years of experience.,Front End Developer
C09100,Candidate_9100,40,Male,Kochi,B.Sc,5,"UX, Prototyping, Photoshop, UI, After Effects, Typography, Wireframing, Color Theory, Canva, Illustrator",1,TensorFlow,Designer with 5 years of experience.,Designer
C06853,Candidate_6853,33,Female,Pune,B.Sc,7,"ATS, Communication, Employee Relations, Leadership, Compliance, Onboarding, Excel, Payroll, Training, Conflict Resolution, Recruitment, HRMS",10,Oracle Java,HR Manager with 7 years of experience.,HR Manager
C01658,Candidate_1658,31,Female,Pune,B.Sc,14,"Django, Python, MongoDB, Linux, JWT, Flask, FastAPI, PostgreSQL",6,Meta,Backend Developer with 14 years of experience.,Backend Developer
C03253,Candidate_3253,40,Female,Kochi,BCA,3,"Pandas, ETL, Python, DAX, Statistics, Seaborn, Power BI, Matplotlib, SQL, Excel, NumPy",9,Oracle Java,Data Analyst with 3 years of experience.,Data Analyst
C00771,Candidate_771,39,Female,Bengaluru,B.Sc,3,"Next.js, REST, Vite, Tailwind, HTML, React, Git, Redux, Bootstrap, JavaScript, CSS",2,TensorFlow,Front End Developer with 3 years of experience.,Front End Developer
C00472,Candidate_472,34,Female,Pune,MCA,9,"Vite, React, TypeScript, JavaScript, Redux, Git, REST, Bootstrap, Tailwind, CSS, HTML, Next.js",8,Azure AZ-900,Front End Developer with 9 years of experience.,Front End Developer
C06639,Candidate_6639,21,Male,Mumbai,M.Tech,4,"Onboarding, Compliance, HRMS, Conflict Resolution, Leadership, Recruitment, Training, Employee Relations, ATS, Excel, Communication, Statistics",10,Oracle Java,HR Manager with 4 years of experience.,HR Manager
C10135,Candidate_10135,35,Male,Chennai,MCA,0,"Social Media, SEM, Email Marketing, Google Ads, Keyword Research, Content Marketing, WordPress, Statistics, Excel",4,Azure AZ-900,Digital Marketing with 0 years of experience.,Digital Marketing
C07727,Candidate_7727,30,Male,Chennai,BCA,5,"ATS, Excel, Leadership, Payroll, HRMS, Employee Relations, Recruitment, Pandas, Power BI",10,Power BI,HR Manager with 5 years of experience.,HR Manager
C07070,Candidate_7070,31,Female,Hyderabad,B.Sc,13,"ATS, Payroll, HRMS, Compliance, Excel, Employee Relations, Leadership, Communication",8,AWS CCP,HR Manager with 13 years of experience.,Digital Marketing
C04907,Candidate_4907,35,Female,Pune,B.Tech,3,"CI/CD, Networking, Terraform, Ansible, Linux, GCP, Kubernetes, Python",5,Azure AZ-900,Cloud Engineer with 3 years of experience.,Cloud Engineer
C00536,Candidate_536,24,Female,Chennai,BCA,8,"Git, CSS, REST, React, Tailwind, Bootstrap, HTML, TypeScript, Redux",10,Oracle Java,Front End Developer with 8 years of experience.,Front End Developer
C04743,Candidate_4743,28,Male,Mumbai,B.Sc,10,"Networking, Kubernetes, Ansible, AWS, Jenkins, GCP, Docker, Azure, CI/CD, Terraform, Linux",7,AWS CCP,Cloud Engineer with 10 years of experience.,Cloud Engineer
C04449,Candidate_4449,34,Male,Delhi,B.Tech,6,"Ansible, AWS, Linux, Azure, Jenkins, Python, GCP, Networking, CI/CD, Kubernetes, Docker",7,Oracle Java,Cloud Engineer with 6 years of experience.,Cloud Engineer
C05822,Candidate_5822,24,Male,Bengaluru,M.Tech,0,"SQL, PyTorch, NumPy, NLP, TensorFlow, Docker, Pandas, MLflow, Python, CV, Git",1,Power BI,ML Engineer with 0 years of experience.,ML Engineer
C09333,Candidate_9333,35,Female,Pune,M.Tech,11,"Social Media, SEO, WordPress, Google Ads, Meta Ads, Email Marketing, Keyword Research, Analytics, SEM, Copywriting, Canva",2,Power BI,Digital Marketing with 11 years of experience.,Digital Marketing
C06202,Candidate_6202,29,Female,Bengaluru,B.Tech,6,"SQL, Python, Scikit-learn, MLflow, Pandas, Docker, PyTorch, NumPy",1,Google DA,ML Engineer with 6 years of experience.,ML Engineer
C07885,Candidate_7885,24,Male,Delhi,MCA,15,"Adobe XD, Photoshop, UI, Figma, Color Theory, Canva, Wireframing, Prototyping, Illustrator",7,Power BI,Designer with 15 years of experience.,Designer
C02248,Candidate_2248,38,Male,Kochi,MCA,1,"PostgreSQL, MySQL, Linux, Flask, Git, FastAPI, MongoDB, Python, Django, Terraform",10,Google DA,Backend Developer with 1 years of experience.,Backend Developer
C04977,Candidate_4977,29,Male,Delhi,B.Sc,13,"Kubernetes, CI/CD, Jenkins, Ansible, Azure, Terraform, GCP, Docker",1,AWS CCP,Cloud Engineer with 13 years of experience.,Cloud Engineer
C02349,Candidate_2349,28,Female,Mumbai,MCA,13,"Python, Git, Docker, MySQL, PostgreSQL, FastAPI, Flask, REST",5,Azure AZ-900,Backend Developer with 13 years of experience.,Backend Developer
C03022,Candidate_3022,23,Male,Kochi,B.Sc,3,"Excel, DAX, SQL, Matplotlib, Seaborn, Statistics, Power BI, Pandas, Tableau, NumPy, ETL",5,Power BI,Data Analyst with 3 years of experience.,Data Analyst
C04574,Candidate_4574,28,Male,Hyderabad,M.Tech,4,"Networking, AWS, Azure, GCP, Ansible, Terraform, Linux, CI/CD, Kubernetes",7,TensorFlow,Cloud Engineer with 4 years of experience.,Cloud Engineer
C03564,Candidate_3564,40,Female,Hyderabad,BCA,9,"Statistics, DAX, Tableau, Excel, SQL, NumPy, Pandas, Power BI",9,Oracle Java,Data Analyst with 9 years of experience.,Data Analyst
C01652,Candidate_1652,27,Female,Kochi,BCA,6,"Python, PostgreSQL, REST, MongoDB, FastAPI, Docker, JWT, Flask, Linux, Git, MySQL",8,TensorFlow,Backend Developer with 6 years of experience.,Backend Developer
